Filename,URL,webVideoUrl,_audd_music.artist,_audd_music.title,diggCount,shareCount,playCount,commentCount
music_596.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6898056948625705730.mp3,https://www.tiktok.com/@rayray02020/video/6901592880129805570,Вероника Савельева,Богемская рапсодия,13100.0,4285.0,311800.0,1191.0
music_601.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6846949120423398149.mp3,https://www.tiktok.com/@augusto.lopes/video/6895072166828576001,SAINt JHN,Roses,2940.0,20.0,47700.0,52.0
music_604.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1661351635802166.mp3,https://www.tiktok.com/@alysantana.tk/video/6877178763474423041,Various Artists ,Danza Maozinha,1868.0,123.0,12100.0,263.0
music_606.wav,https://sf77-sg.tiktokcdn.com/obj/iesmusic-sg-local/v1/ies-msc/3919cfe071db7d23278228405431c307.m4a,https://www.tiktok.com/@krotik26/video/6901216725325384961,Gala,Freed From Desire,1335.0,1.0,12800.0,32.0
music_607.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/d7c204cef91058f65433ecd0ed49233c.mp3,https://www.tiktok.com/@otterworldly/video/6893175582482255109,Backstreet Boys,Larger Than Life,2395.0,269.0,85900.0,38.0
music_608.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/0096bb2b7318f2fd4810e1aff9213133.mp3,https://www.tiktok.com/@lvl.up.martial.arts/video/6880410980434660610,E-40,Choices (Yup),4100000.0,20000.0,50500000.0,12500.0
music_610.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/1656787658290181.mp3,https://www.tiktok.com/@racheljohnie/video/6907916640386813185,To Dance and Have Fun,Follow Me Dance,1579.0,8.0,55600.0,13.0
music_612.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/1623706563770373.mp3,https://www.tiktok.com/@zundervan/video/6886946250336324870,Pascal Letoublon,Friendships,7268.0,480.0,100500.0,100.0
music_614.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6903879912088734466.mp3,https://www.tiktok.com/@jordystormyt/video/6903898067490163969,Kevin Alisson,Me Vuelves Loco,23200.0,51.0,194200.0,2104.0
music_615.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1662458147255365.mp3,https://www.tiktok.com/@fitsara/video/6882831253519731970,Josef Lupo,Slaughterhouse (Original Mix),22500.0,1396.0,196100.0,262.0
music_618.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6877671541241416454.mp3,https://www.tiktok.com/@dyon.b/video/6890189236130073857,Xirali-3,Hometown,4734.0,55.0,55100.0,306.0
music_618.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6877671541241416454.mp3,https://www.tiktok.com/@minamicheal78/video/6907344809195736326,Xirali-3,Hometown,15700.0,231.0,64100.0,465.0
music_618.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6877671541241416454.mp3,https://www.tiktok.com/@ziyadhodzic/video/6907792796111981829,Xirali-3,Hometown,10400.0,364.0,54000.0,126.0
music_619.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/e82a6f9cedfa47b5ce4db1708b983c0e.m4a,https://www.tiktok.com/@glenfontein/video/6900916467936529666,HVME,Goosebumps,34900.0,53.0,194600.0,6423.0
music_620.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/afb4580afb9acf1b391bf0f3e827eff7.m4a,https://www.tiktok.com/@kristinfarina/video/6881040494332366086,Mark Dohner,3 Sum,76100.0,1097.0,558400.0,2325.0
music_622.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/44777cc1b5e6460d85d58d4bff361b92.m4a,https://www.tiktok.com/@papaswolio/video/6899557108593773829,Super Sonic Temple,"Theme from ""Vikings"" (If I Had a Heart)",46500.0,243.0,270600.0,902.0
music_623.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/37c0395e56d56d405314d4c640da5baf.m4a,https://www.tiktok.com/@dopesnowco/video/6885654253826870530,Groove Delight,San Andreas,5534.0,54.0,58400.0,38.0
music_624.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6884400469200882438.mp3,https://www.tiktok.com/@lillete/video/6884400510699343109,Deorro,Five More Hours (Deorro x Chris Brown),106700.0,1901.0,1400000.0,973.0
music_626.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/fec655cbf5610dd320c41bf6d9267cb7.mp3,https://www.tiktok.com/@joannelopes/video/6895317957522541825,CHASE B,For Me,22200.0,2541.0,420000.0,1006.0
music_627.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6836159856400009985.mp3,https://www.tiktok.com/@deltabolic/video/6878138606205029634,Jason Derulo,Love Not War (The Tampa Beat),98100.0,3214.0,3400000.0,153.0
music_629.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/733645cf4597b19dc2c2cc115535c167.m4a,https://www.tiktok.com/@noahaltink/video/6901356285833252098,Razvan Mitroi,Summer Vibes,2308.0,74.0,31000.0,97.0
music_630.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/d300858db1e40d4176b6b1f7c412cf5c.mp3,https://www.tiktok.com/@chrisdesneuxjr/video/6876245387871587590,Stellar,Ashes,23200.0,3008.0,462600.0,102.0
music_631.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/118477aef9945877a906662945df66a2.m4a,https://www.tiktok.com/@f1.daniii/video/6881741305345592577,Pharmacist,North Memphis,9136.0,134.0,179900.0,43.0
music_632.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6863594361750440710.mp3,https://www.tiktok.com/@redbull_clips/video/6901026135119760642,Juan,Bright Low,21800.0,457.0,267300.0,80.0
music_633.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6856658767623359237.mp3,https://www.tiktok.com/@tuzelitydance/video/6900050539141270785,Volac,In A Club,148800.0,1021.0,1500000.0,2044.0
music_634.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6872349221618518785.mp3,https://www.tiktok.com/@pandaboy790/video/6876007447883042050,Evill D Zayge,Oya Langin (feat. Aki Vish Hegoda),2914.0,165.0,23300.0,19.0
music_635.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/2360fba194bf06bc52f214b4ba5a902a.m4a,https://www.tiktok.com/@marqsheino/video/6877251331145370881,Brennan Heart,Lose My Mind,575.0,1.0,32800.0,8.0
music_636.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6889106230225275654.mp3,https://www.tiktok.com/@coles76/video/6892582021672013061,LPTHERAPPER,Lmss,4823.0,74.0,122000.0,39.0
music_638.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6888259700794592002.mp3,https://www.tiktok.com/@sankasandaruwan32/video/6892685850996509953,Shammi Fernando,Kalabala Wenna Epa,1671.0,6.0,9615.0,62.0
music_639.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6885441802229713665.mp3,https://www.tiktok.com/@war._.horse/video/6890871255134752006,DJ Ertz;Halseyy,Balenciaga,8302.0,119.0,78700.0,84.0
music_640.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6c7e242ca1e13f233b3232fc2be315e2.mp3,https://www.tiktok.com/@baileydoesfitness4/video/6878751105589824770,Lil Baby;DaBaby;Pop Smoke,For The Night,580.0,256.0,85600.0,0.0
music_642.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6890336255255644930.mp3,https://www.tiktok.com/@sant2307/video/6890336478094773505,LiSA,Crossing Field,79900.0,2305.0,301200.0,1941.0
music_644.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6877286537436908294.mp3,https://www.tiktok.com/@edithfit_marmol2/video/6904798749290286341,Eduardo Luzqui単os,I Like It Slowed (Remix),1504.0,4.0,24800.0,65.0
music_645.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/b31db97ab978ab6120f0df992e5b3a56.mp3,https://www.tiktok.com/@ariega_on_the_beats/video/6891064220658502913,Ying Yang Twins,Say I Yi Yi,1744.0,194.0,191400.0,290.0
music_646.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6838610139688356613.mp3,https://www.tiktok.com/@paulmtz1/video/6900396011722689793,Juan,Bright Low,7064.0,103.0,70600.0,102.0
music_647.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1656209619365941.mp3,https://www.tiktok.com/@evan_holmes_/video/6888849748615367937,24kgoldn,CITY OF ANGELS,1770.0,38.0,25400.0,29.0
music_648.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/1656152538814481.mp3,https://www.tiktok.com/@muzamiltalpur7/video/6891284879233879298,Ashmit,Asli Asli,572.0,39.0,5127.0,38.0
music_649.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6887707250723490562.mp3,https://www.tiktok.com/@godhu93/video/6891256269898878209,MG Dhanushka,Hadawathe Kella,515.0,0.0,10300.0,18.0
music_650.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/fa9152ae3185a79c464d59abc97a2b0d.m4a,https://www.tiktok.com/@vidadejosemarcos/video/6902555378651794690,Loubet,Mastiga Abelha,102000.0,6645.0,1100000.0,644.0
music_652.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/a456ec961e92ee350e0e414d0b95c320.m4a,https://www.tiktok.com/@pardereis/video/6898394169249762562,Tierry,Hackearam-Me,3402.0,14.0,38100.0,26.0
music_653.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6877749521024076549.mp3,https://www.tiktok.com/@matteo.paolini.88/video/6906519148025629953,Jemes Wong,Dance Together,46900.0,812.0,488800.0,489.0
music_655.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6905620086212627205.mp3,https://www.tiktok.com/@lifewithvesper/video/6906932916631129346,Justin Timberlake,Mirrors,657.0,42.0,43600.0,11.0
music_657.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/d3f12bd9f28ff5fd9eedac089059e629.mp3,https://www.tiktok.com/@hindtje27/video/6899108523091823874,Soufian,Tharifacht,1269.0,29.0,259400.0,10.0
music_658.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/85ae665e8a990ccb893e3ea80c61e300.m4a,https://www.tiktok.com/@cl_audio/video/6876417380151479553,Johnnie Bailey,The Avatar's Love (From Avatar: The Last Airbender),229800.0,10900.0,2400000.0,5260.0
music_659.wav,https://sf77-sg.tiktokcdn.com/obj/iesmusic-sg-local/v1/ies-msc/2bd7000a0e5361da85965f6e6cf73934.mp3,https://www.tiktok.com/@majepat/video/6901063021955681541,Pascal Letoublon,Friendships,5612.0,991.0,139900.0,148.0
music_660.wav,https://sf77-sg.tiktokcdn.com/obj/iesmusic-sg-local/v1/h/90dfe070de88d7af321eb96540cfede4,https://www.tiktok.com/@feestiom/video/6884947969469156609,Jordin Sparks,No Air,89100.0,124.0,2100000.0,678.0
music_661.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/19b1e7345b079575014dd303e624eb64.mp3,https://www.tiktok.com/@martijn.schilder/video/6875651291343883522,Claire Rosinkranz,Backyard Boy,104300.0,619.0,2600000.0,734.0
music_661.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/19b1e7345b079575014dd303e624eb64.mp3,https://www.tiktok.com/@zow3y101/video/6896571117419416834,Claire Rosinkranz,Backyard Boy,2471.0,7.0,157200.0,10.0
music_662.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/1655532323400757.mp3,https://www.tiktok.com/@mihalceaanisoara/video/6882079709484649729,Los Rosario,Culiquitaca,51000.0,3902.0,1800000.0,522.0
music_663.wav,https://sf16-sg.tiktokcdn.com/obj/iesmusic-sg-local/v1/h/4515456134760a6b8985b39fdeb27505,https://www.tiktok.com/@lisadewal/video/6904651986059218178,Charlie Grönvall,I Believe I Can Fly,2163.0,51.0,35100.0,22.0
music_664.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/39d76ac78a0de07a67408393cb39909a.m4a,https://www.tiktok.com/@johna131/video/6902724999757532418,Chiky Dee Jay,Astronomia,161200.0,55500.0,3600000.0,0.0
music_665.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/f143822fa38cd1467309169c0f0f5393.mp3,https://www.tiktok.com/@theduckoftiktok/video/6882854042016419074,DJ Maze,Conga,6931.0,51.0,51100.0,134.0
music_668.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/a5118142f618de37138118b5618aefd0.mp3,https://www.tiktok.com/@littletfitness/video/6884777374508911874,SAINt JHN,Roses,24000.0,481.0,188500.0,134.0
music_669.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6905063226044992257.mp3,https://www.tiktok.com/@roxannekwant/video/6905063271129287938,Kevin MacLeod,Monkeys Spinning Monkeys,13500.0,328.0,189700.0,115.0
music_671.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6893426359323134721.mp3,https://www.tiktok.com/@samantha_louise_x/video/6899411373265063170,Julian Sotelo,Famous Sounds,2287.0,22.0,28700.0,63.0
music_673.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6840101131293625093.mp3,https://www.tiktok.com/@f1memesss/video/6884114945026411778,Daniel Powter,Bad Day,39000.0,976.0,1300000.0,200.0
music_674.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6887601703617645317.mp3,https://www.tiktok.com/@victoriaolexsa/video/6908143157616151813,Eduardo Luzquiños,Desperado Slowed (Remix),5023.0,21.0,79600.0,75.0
music_677.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/1642579141470246.mp3,https://www.tiktok.com/@big_shouse/video/6891455289002839301,MC-Seven-E,Watch Me,25100.0,148.0,184200.0,319.0
music_683.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/04096d00cbf8d1075715fbbd67daa896.m4a,https://www.tiktok.com/@bf_of_an_equestrian/video/6881844264750353665,Pitbull,Get Ready,86200.0,3311.0,434600.0,1083.0
music_686.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6874125389321947905.mp3,https://www.tiktok.com/@jack_biggs/video/6886117069851479297,Eduardo Luzquiños and Speernorman,SoFtly / Killing Me Softly With His Song (TikTok Remix),2187.0,6.0,34900.0,27.0
music_692.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6873842765185288966.mp3,https://www.tiktok.com/@blake_ouellette/video/6897011186349411586,SAINt JHN,Roses,2031.0,30.0,56300.0,84.0
music_694.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6876215218238720773.mp3,https://www.tiktok.com/@sara_scakes/video/6905464131097332997,The Black Eyed Peas,Pump It,1443.0,4.0,34500.0,52.0
music_698.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/c5c81860c78c4f2ea4638c5d6e22c580.m4a,https://www.tiktok.com/@jefiinho_xp/video/6899884609530612993,MC Teteu,Medley Equipe Mandelão,7436.0,57.0,62900.0,68.0
music_699.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6860577957543791365.mp3,https://www.tiktok.com/@reneeelward/video/6883508337380478209,Billie Eilish,bad guy (with Justin Bieber),2520.0,7.0,30300.0,43.0
music_699.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6860577957543791365.mp3,https://www.tiktok.com/@jorgechaconh/video/6883622094190497025,Billie Eilish,bad guy (with Justin Bieber),5559.0,8.0,62700.0,41.0
music_700.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/e23a18fca259ad56165d59f6179e0898.mp3,https://www.tiktok.com/@skittlestheyorkie/video/6901458108372077826,LPTHERAPPER,Lmss,7986.0,65.0,58500.0,165.0
music_700.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/e23a18fca259ad56165d59f6179e0898.mp3,https://www.tiktok.com/@hayhayworkout/video/6899867641570135302,LPTHERAPPER,Lmss,3200.0,27.0,71000.0,36.0
music_700.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/e23a18fca259ad56165d59f6179e0898.mp3,https://www.tiktok.com/@queseyosoyrara/video/6891424030172253442,LPTHERAPPER,Lmss,28000.0,643.0,254300.0,378.0
music_702.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/ec3e2e1ea05f321d540a450b40c40777.m4a,https://www.tiktok.com/@lidiaconrado/video/6896237474381614338,Ander Huang & DJ Kuromi,F Boy,2809.0,46.0,37700.0,20.0
music_702.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/ec3e2e1ea05f321d540a450b40c40777.m4a,https://www.tiktok.com/@planeta_luizbacci/video/6891434870057340162,Ander Huang & DJ Kuromi,F Boy,4141.0,132.0,42000.0,140.0
music_702.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/ec3e2e1ea05f321d540a450b40c40777.m4a,https://www.tiktok.com/@neggachicmodas/video/6888826582786395394,Ander Huang & DJ Kuromi,F Boy,4053.0,56.0,67000.0,88.0
music_703.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/e91d75b5dc11e55763ca40523ef29fa4.mp3,https://www.tiktok.com/@julesw5678/video/6876862444988402945,Gwen Stefani,Rich Girl,6015.0,105.0,49600.0,64.0
music_707.wav,https://sf77-sg.tiktokcdn.com/obj/musically-maliva-obj/6861023414715599621.mp3,https://www.tiktok.com/@x.mattharnacke.x/video/6906940104053476609,Viva Lion!,Lola (A Song For),14900.0,50.0,53500.0,33.0
music_712.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6899533058857306882.mp3,https://www.tiktok.com/@noazwan/video/6900566632859585793,Studio Killers,Jenny,74300.0,610.0,622700.0,1440.0
music_714.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/3f8a45fcaa7f981f966bfb8094a88f3b.m4a,https://www.tiktok.com/@rick.veen/video/6885293067562192130,7eer,Coronavirus Check,12300.0,173.0,169000.0,207.0
music_716.wav,https://sf16-sg.tiktokcdn.com/obj/musically-maliva-obj/6846350154010872582.mp3,https://www.tiktok.com/@susi.vidal/video/6904422505843363077,Jake & Zac,Upside Down,28100.0,206.0,178400.0,488.0
music_722.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6903845589205715713.mp3,https://www.tiktok.com/@maxime_spam1/video/6907971568165604610,DJ Miskin,Me Voy A Matar Wi Wi Wi,3900000.0,164700.0,29900000.0,61200.0
music_725.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/6878796811973184258.mp3,https://www.tiktok.com/@milkteaedits_/video/6878796954650889473,Cardi B,WAP (feat. Megan Thee Stallion) [Wet Wet],43400.0,539.0,152400.0,702.0
music_726.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/ea66fa0925e62cdcbdfbecdd7e30d636.m4a,https://www.tiktok.com/@jipcraque/video/6878590867968380162,Barrymoore Chamber Orchestra,"Eine Kleine Nachtmusik, Serenade in G Major, K. 525: I. Allegro",33000.0,80.0,327900.0,156.0
music_731.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6886860343159622402.mp3,https://www.tiktok.com/@blondecol/video/6888341759622008066,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",1090.0,7.0,10100.0,50.0
music_732.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/d1edf60057ad66dbb6cd433cc5421176.m4a,https://www.tiktok.com/@alessandrocatende0/video/6883948403730992386,Pr. Lucas,Marcas da Vida,9950.0,2014.0,133100.0,52.0
music_735.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6893536688950299393.mp3,https://www.tiktok.com/@choco_imaad_/video/6893536744218627330,Krish,En Frienda Pola,8284.0,201.0,53400.0,247.0
music_737.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/311546397c8c1cd73714d56df75b3fa2.mp3,https://www.tiktok.com/@timmytimmadome/video/6881250870374321414,Pop Smoke,Dior,10000.0,18.0,81900.0,112.0
music_742.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/f1b9679201af596b45a5789ab9349ca5.m4a,https://www.tiktok.com/@evan_holmes_/video/6892201986381335810,Domknowz,Lofi,3260.0,66.0,36600.0,31.0
music_744.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6902294790050728706.mp3,https://www.tiktok.com/@shanjan760/video/6902294648451075330,Djsuraj,Awara Hoon,168.0,8.0,6046.0,14.0
music_747.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6895756251628571393.mp3,https://www.tiktok.com/@plantain._man/video/6895756274844077314,Jeven Reliford,Meet Me,8831.0,117.0,103300.0,238.0
music_753.wav,https://sf77-sg.tiktokcdn.com/obj/tiktok-obj/6905408642653227778.mp3,https://www.tiktok.com/@gymclock/video/6905408660185320706,Paul Lang,"Mariage D'amour (From ""mariage D'amour"") (Piano Version)",11500.0,533.0,75900.0,709.0
music_754.wav,https://sf16-sg.tiktokcdn.com/obj/tiktok-obj/d5ed97d11c154deb046bb2a327c4715f.mp3,https://www.tiktok.com/@rijstt/video/6880924024227040513,Wale;Rotimi,In My Bed,36700.0,489.0,547700.0,7568.0
